"AT","AP","AH","AFDP","GTEP","TIT","TAT","TEY","CDP","CO","NOX"
20.932,1008,70.637,4.904,25.278,1089,550,133.7,11.992,1.2533,74.754
32.648,1008.6,47.878,4.4721,26.896,1096.4,550.14,134.81,12.383,0.49231,66.558
19.409,1015.2,83.625,3.7507,24.244,1078.8,549.62,130.42,11.904,1.8104,51.595
6.7097,1022.8,80.685,4.6852,32.874,1100.1,526.13,165.17,14.199,0.21291,66.76
16.372,1006.4,90.113,4.4696,31.378,1100.1,534.85,155.88,13.566,0.71066,62.272
24.57,1012.8,92.458,3.914,20.127,1058.6,550.13,109.48,10.582,4.4273,47.334
24.349,1010.8,94.323,3.9127,23.536,1069.6,550.32,121.93,11.347,2.1263,46.509
20.732,1018.2,90.454,3.742,24.758,1088.8,550.1,133.08,12.088,0.72438,58.925
24.478,1012,81.122,4.15,25.998,1092.6,550.22,135.08,12.271,1.8685,66.672
28.681,1010.2,58.525,4.501,26.348,1095.2,549.98,134.47,12.39,0.93432,65.804
19.769,1009.3,94.715,3.1801,20.095,1060.1,550.12,112.78,10.749,2.0527,57.537
23.448,1012.5,85.881,4.273,25.395,1090,550.26,133.29,12.099,2.1154,63.164
9.5214,998.12,96.288,3.4318,24.905,1076.1,550.05,134.96,11.728,1.341,62.372
21.513,1015.4,79.478,3.129,19.976,1059.4,549.83,111.77,10.468,2.5537,57.808
11.039,1019,79.812,2.6316,18.446,1045.2,549.77,108.28,10.384,5.4679,63.147
14.34,1015.9,55.374,3.8937,19.287,1054.4,549.48,110.75,10.432,2.8447,77.748
9.3792,1020.9,95.912,3.2159,23.465,1069.6,549.94,127.83,11.539,2.1214,67.619
22.669,1010.8,72.579,3.6682,25.529,1090.7,549.78,134.07,12.192,1.9218,68.823
25.213,1016.4,63.135,4.3742,30.365,1100.3,537.48,150.75,13.468,1.5321,67.217
24.752,1012.9,54.365,4.4542,25.872,1092,550.03,133.76,12.178,1.3275,69.564
17.985,1012.4,75.714,3.7824,26.06,1090.5,549.92,135.13,12.07,1.3821,66.448
11.545,1021.3,53.614,3.6338,25.282,1088.6,550.03,135.39,11.93,0.97355,66.41
29.852,1007.1,47.534,5.1041,26.476,1095,550.34,133.51,12.319,1.5088,67.724
16.245,1000.2,77.943,3.7037,25.386,1077.9,549.97,133.99,11.987,1.2314,60.292
15.321,1004.7,92.596,3.2799,24.581,1086.2,550.08,133.48,11.969,1.3426,74.924
25.731,1008.4,69.147,3.5442,20.3,1059.2,549.95,109.82,10.577,3.2067,52.417
19.75,1008.1,97.525,3.9096,24.64,1077,550.49,128.61,11.776,1.8784,48.573
0.94035,1018.5,67.144,2.9282,23.672,1073.9,550.1,132.2,11.69,3.6953,85.816
26.197,1015.5,76.49,5.4917,30.383,1100.1,539.08,147.69,13.279,0.44364,58.781
14.869,1022.7,73.47,3.1441,18.763,1028,532.43,104.15,10.328,12.921,111.08
29.182,1014.3,57.278,4.1609,26.277,1095.6,549.97,134.32,12.303,0.33373,62.115
19.189,1008.1,78.352,3.0375,19.853,1049,550.31,109.96,10.469,4.7658,64.043
23.131,1011.8,80.594,3.1465,20.146,1060.6,549.82,112.31,10.707,1.6926,53.7
23.179,1011.1,87.305,4.3089,25.541,1091.4,550,134.52,12.067,1.3852,60.711
17.857,1005.1,83.822,2.7391,19.227,1046.6,550,108.56,10.385,4.7219,54.099
13.5,1014.6,80.764,3.2044,23.786,1082.6,549.94,130.26,11.652,1.8475,77.559
24.484,1012.3,69.189,4.0426,24.69,1084.5,550.21,128,11.754,3.6392,71.115
10.047,1013.7,100.16,5.2898,23.948,1084.4,550.11,133.35,11.82,1.3512,76.844
30.989,1012.4,68.531,4.1083,24.297,1073.5,550.35,122.1,11.65,2.5287,49.764
2.077,1013.8,61.263,3.7562,34.128,1095.7,535.19,160.38,13.691,1.8823,67.769
1.979,1019.6,72.834,2.8123,23.097,1082.5,549.96,134.53,11.784,2.5584,89.013
17.422,1001.7,97.659,2.9237,24.661,1085.8,550.26,132.85,11.953,1.1669,69.459
30.908,1008.5,58.08,4.4971,29.567,1100.4,542.07,145.63,13.152,0.25953,55.92
27.77,1008.6,89.326,4.3699,26.3,1092.4,549.95,133.83,12.199,1.7483,55.183
23.328,1015.8,78.284,3.7024,22.888,1074.7,550.06,122.21,11.4,2.5627,64.705
7.132,1021,80.038,4.0769,23.576,1083.9,549.85,134.34,11.872,0.62218,60.38
17.302,1017.1,64.522,4.4941,31.791,1099.7,531.86,158.14,13.868,0.80267,61.743
24.637,1001.7,51.006,3.0199,20.032,1056.9,549.95,108.9,10.463,3.8849,60.324
13.917,1020.5,78.834,3.2631,24.973,1087.8,549.71,133.79,11.98,1.093,66.518
10.688,1022.1,83.283,5.5762,32.222,1099.9,529.18,160.92,13.974,1.7402,65.446
32.323,1006.6,46.496,4.4176,26.843,1095.4,549.94,133.79,12.306,1.0602,68.789
9.2391,1027.1,82.041,3.7642,23.355,1084.7,549.96,133.71,11.755,1.6985,77.943
20.919,1011.7,61.85,3.7559,25.317,1081.2,550,132.85,12.017,1.7294,65.782
7.5183,1015.2,82.946,5.8091,32.994,1100,528.73,163.15,13.996,0.29133,62.057
23.341,1012.6,79.976,2.9486,19.76,1055.9,550.03,107.65,10.384,3.4998,54.217
22.096,1010.9,91.991,3.1193,20.024,1059.3,550.15,111.74,10.526,1.9096,53.038
22.759,1013.8,77.514,4.5045,29.689,1098.3,539.9,147.78,13.137,0.42322,55.99
25.145,1015.3,78.383,4.0765,25.88,1093.5,549.99,134.09,12.246,0.36055,59.956
7.4561,1013.1,99.555,5.2384,24.441,1087.5,550.15,134.87,11.933,1.3139,82.169
13.745,1015.2,88.457,3.2076,23.213,1073.5,549.84,128.37,11.534,2.6813,49.604
8.2555,1016.9,86.914,3.1394,23.187,1082,549.87,131.86,11.694,2.4029,76.418
26.425,1015.8,59.187,3.0745,20.054,1059.9,550.12,111.34,10.677,2.3726,56.748
19.711,1014.3,66.972,3.7912,24.038,1077.9,549.78,129.75,11.745,1.7875,48.136
24.27,1012.5,69.863,3.0205,19.981,1051.6,549.96,109.82,10.64,4.4115,52.884
7.2303,1022.3,84.658,3.357,19.618,1051,543.51,114.53,10.745,4.4911,83.109
8.6031,1014.6,96.891,3.7089,25.137,1078.1,550.08,135.32,11.839,0.93361,61.24
2.9713,1027.1,92.395,4.2318,25.677,1089.7,549.55,143.85,12.431,2.8105,65.895
28.579,1012.7,69.794,3.9986,25.158,1077.9,549.41,127.86,11.89,1.597,44.354
21.645,1009.3,89.938,3.5248,22.299,1072.4,549.93,120.74,11.208,2.1556,59.413
17.429,1007.3,80.662,3.7568,25.623,1088.5,550.11,134.42,11.932,0.92626,61.455
19.237,1012,92.878,3.9291,23.52,1071.5,550.11,125.09,11.564,2.2041,54.652
25.549,1015.6,75.982,4.444,25.934,1092.9,549.96,133.53,12.205,1.6883,63.804
10.307,1018,70.102,5.2095,32.777,1100,527.71,162.43,14.088,0.38124,65.577
29.762,1007.8,68.943,4.3922,26.432,1094,550,133.92,12.24,0.44233,58.603
18.708,1011.6,94.301,3.7452,22.139,1063.9,549.71,119.61,11.07,2.7967,55.516
18.27,1015.9,70.988,4.27,30.875,1100.1,540.39,153.05,13.544,1.3058,51.428
16.505,1024.1,63.016,4.8601,30.684,1100.4,531.2,156.51,13.92,1.1374,69.857
15.284,1005.2,82.678,3.2132,24.763,1087.4,550.07,135.01,11.902,1.6609,75.724
11.645,1013.3,90.335,2.9068,18.282,1035.1,544.5,105.14,10.173,4.5056,87.998
28.057,1007.8,79.583,5.4758,26.717,1095.8,550.23,135.72,12.325,1.2473,58.974
21.228,1006.5,84.655,3.1208,19.922,1058.1,550.12,110.57,10.48,2.2429,56.895
24.183,1008.2,67.411,3.4084,25.712,1089.7,550.08,133.35,12.014,2.0533,72.559
5.2528,1017.7,91.963,2.47,19.179,1057.3,549.92,111.55,10.575,5.1907,107.83
15.454,1000.3,81.992,3.2132,22.553,1067.2,549.88,123.93,11.274,2.9822,54.084
11.341,1012.8,90.739,3.2692,24.213,1085,549.96,133.52,11.861,1.1417,71.853
17.347,1019.1,62.818,4.5494,24.417,1086.5,550.13,132.77,11.873,1.3483,71.81
13.158,1019.9,70.595,3.2673,24.966,1088.3,550.13,135.03,11.999,1.3286,68.6
18.498,1012.5,86.319,3.6026,25.321,1090.1,550.22,134.51,12.054,1.6714,72.03
14.667,1014.3,73.793,3.3991,24.97,1083,550.23,135.42,12.148,2.505,62.475
24.429,1010.2,67.732,3.947,23.526,1070.2,549.57,122.16,11.512,2.1228,54.381
22.87,1022,59.014,4.0599,25.356,1092.6,550.36,133.76,12.237,1.3525,71.131
18.513,1013,93.768,3.5533,19.717,1056.4,550.06,109.88,10.404,4.0572,54.556
29.327,1010.8,53.319,4.4449,30.293,1099.9,539.15,149,13.29,0.45819,56.668
8.4377,1017.6,85.144,2.5486,19.345,1056.6,549.77,111.83,10.584,6.5257,101.57
30.064,1010.1,54.069,4.1801,28.702,1098.3,548.45,143.97,12.905,1.3556,46.689
6.5286,1016.7,69.431,3.1862,26.814,1080.5,549.72,136.17,11.967,2.7865,74.248
12.693,1025.5,80.534,4.8963,31.838,1100,528.13,160.55,14.123,0.78007,64.026
21.506,1009.6,89.54,3.6461,20.684,1062.7,550,113.74,10.736,4.6286,55.867
16.06,1014.8,76.48,3.7248,25.809,1089.7,550.03,135.05,11.976,1.6399,61.352
17.546,1019.6,76.827,3.7403,25.2,1082.4,549.99,134.36,12.094,1.7092,64.046
24.201,1017,64.137,4.3989,25.5,1091.3,550.29,132.72,12.255,1.2954,65.669
14.246,1006.6,59.899,2.9705,26.472,1061.7,548.23,121.65,11.133,4.6019,68.949
10.185,1021.9,89.257,4.328,24.107,1086.1,550.07,134.47,11.903,0.985,76.063
25.533,1014.7,82.114,3.2055,20.408,1061.1,550.03,111.55,10.706,1.7501,53.267
13.249,1021.6,73.706,3.1401,24.343,1085.8,550.02,133.12,11.817,1.4102,66.757
23.627,1012.6,91.546,3.9463,19.681,1055.5,550.01,107.62,10.455,4.4908,47.483
21.017,1009.3,92.576,2.8507,18.065,1048,549.99,103.36,10.167,4.304,64.316
24.698,1011.7,68.837,3.0161,20.042,1059.1,550.09,110.81,10.587,2.4686,56.082
15.942,1008.9,80.811,4.2636,30.492,1099.9,542.18,152.29,13.4,1.9031,54.987
25.864,1005.7,69.352,4.4096,30.131,1100,539.92,148.38,13.308,0.23866,55.893
2.3623,1008.5,85.392,2.7756,23.356,1082.4,549.96,134.85,11.72,1.4243,83.389
19.998,1010,80.476,4.6561,31.234,1100.1,542.11,153.05,13.437,1.3091,58.686
10.569,1006.7,96.269,4.3397,25.04,1086.3,547.96,137.23,12.103,0.17078,73.227
21.096,1005.4,67.772,2.7403,19.983,1056.8,550,109.81,10.499,4.6896,62.93
21.832,1008.2,64.388,4.7736,32.327,1100,538.46,155.79,13.675,1.2541,60.157
16.97,1007.5,87.687,3.7076,25.283,1081,550.04,134.22,11.983,1.8293,61.251
28.518,1010,56.903,4.7726,32.695,1099.9,536.09,153.22,13.824,1.6833,54.163
27.704,1005.7,74.754,4.4089,26.636,1094.4,550.01,134.73,12.286,3.8495,66.463
16.841,1005,82.571,2.9251,18.488,1046.7,548.46,104.87,10.131,7.6251,79.684
14.427,1016.6,85.573,5.273,29.952,1096.3,537.1,150.45,13.294,2.9631,74.443
27.359,1004.2,71.917,4.0428,26.833,1086.7,544.19,134.42,12.324,0.77951,54.518
25.555,1010.8,52.442,4.7438,26.413,1094.3,550.42,133.93,12.288,1.3888,75.957
10.774,1025.2,75.761,3.6899,21.996,1074.9,550.07,125.66,11.286,2.0516,83.65
8.9328,1020.6,77.562,3.1734,26.377,1073.7,549.84,129.74,11.691,3.667,67.822
19.687,1005.1,73.762,5.111,25.101,1088.1,549.76,133.73,12.103,1.3137,70.497
8.9579,1027.7,79.897,4.1322,23.652,1085.8,550,133.62,11.845,2.4397,83.746
27.453,1007.1,65.872,4.5497,30.028,1099.8,540.17,147.41,13.098,0.31528,57.452
21.628,1011.6,94.092,4.4304,25.627,1092.1,550.36,135.33,12.16,1.4527,64.07
15.303,1017.4,80.252,3.2169,24.813,1087.5,550.19,133.86,11.944,0.87915,63.042
3.1947,1024.1,79.878,4.1563,33.647,1100,530.34,166.6,14.248,2.7827,58.552
20.539,1011.7,96.163,3.7414,22.563,1064.9,550.09,119.63,11.19,3.3499,53.361
26.102,1005,92.6,4.1168,24.932,1077.4,550.15,127.27,11.75,2.0739,45.962
26.635,1011.1,55.57,3.9591,25.809,1092.8,550.61,133.74,12.345,0.055362,64.557
24.231,1016.2,61.197,4.3707,25.543,1091.6,549.91,133.78,12.267,0.73284,68.349
18.084,1013.1,91.259,3.5264,24.358,1085.5,550.06,131.14,11.9,0.64159,60.634
15.078,1003.2,77.171,2.718,22.832,1047,549.72,109.84,10.323,2.7688,60.044
30.241,1010.9,43.989,3.9018,20.912,1062.6,549.9,110.46,10.776,3.2584,56.028
23.109,1012.5,79.93,5.1058,30.344,1098.8,543.58,147.98,13.233,1.1801,55.333
11.105,1018.8,87.014,2.6012,22.945,1062,550.01,120.64,11.097,2.2838,68.558
24.826,1007.9,64.986,2.8437,20.099,1051.2,550.26,109.94,10.59,3.5874,46.959
12.536,1022.8,68.623,3.8264,34.167,1100.1,536.96,157.44,13.757,0.7013,55.043
7.9282,1027,58.327,3.9283,35.466,1100,531.82,162.57,14.123,1.9344,57.901
18.088,1023,84.395,4.1086,32.334,1100,537.03,157.17,13.76,1.1748,79.445
16.796,1021.2,79.458,4.0602,32.014,1100,533.33,155.3,13.685,1.2272,70.754
17.5,1020.1,67.534,3.3797,21.97,1065.2,549.83,121.06,11.186,3.6104,56.829
9.9689,1018.4,90.956,3.127,23.237,1076.5,547.68,129.04,11.563,4.2218,90.927
27.602,1014.1,55.533,4.0406,25.19,1082.6,549.87,130.71,12.051,1.649,54.41
13.72,1017.1,88.963,2.9934,24.418,1086.4,550.03,134.35,11.865,2.2195,73.858
21.839,1007.7,90.034,3.2835,20.295,1050.8,550.04,109.64,10.557,4.2827,53.43
13.451,1013.2,84.031,3.6202,27.498,1090.6,542.75,141.96,12.554,2.2131,77.472
18.185,1018.6,87.352,2.6263,19.06,1053.3,549.95,106.99,10.311,5.1496,68.467
27.847,1007.7,64.603,4.0451,24.441,1083.7,550.06,126.96,11.713,1.367,54.476
25.634,1011,83.464,4.0244,20.224,1058.4,549.99,108.84,10.528,4.255,46.036
17.214,1011,85.914,2.6549,17.857,1035.4,548,100.6,9.9595,8.5961,73.378
6.248,1018.2,91.688,2.8021,21.269,1060,549.25,121.5,11.03,4.2256,79.206
15.171,1016,81.738,3.9331,22.381,1065.3,550.42,121.84,11.28,2.8085,65.921
6.4709,1017.5,88.534,4.1043,20.985,1044.7,536.5,116.68,10.927,8.1029,92.529
16.819,1019.5,88.207,3.2048,19.453,1057.8,549.64,111.91,10.65,4.0561,72.387
10.593,1021.6,68.231,5.1744,32.592,1100,528.52,161.37,14.078,1.6719,68.249
29.448,1010.5,64.871,4.4802,29.995,1100.1,540.53,148.32,13.158,0.70369,53.255
17.359,1011.3,89.032,3.2949,19.495,1056.3,550.01,110.23,10.394,4.3146,61.505
9.0098,1008.6,83.298,4.1158,23.94,1085.6,550.03,134.35,11.932,0.59996,76.941
17.206,1010.6,85.214,3.3181,20.767,1057.8,549.64,115.85,10.898,2.9957,49.635
16.909,1013.3,79.87,4.4295,31.434,1100.1,533.35,156.87,13.736,0.71901,61.842
30.294,1010.9,65.738,4.5507,29.754,1099.9,546.07,146.23,13.152,2.7015,48.884
5.1309,1006.5,87.516,4.151,23.72,1082.5,549.57,135.01,11.77,1.6534,84.33
21.077,1012.8,79.094,4.3092,25.323,1089.5,549.9,133.53,12.074,1.5818,66.471
11.139,1018.6,88.227,4.3952,33.888,1099.9,534.86,162.35,13.927,1.1738,83.422
17.778,1016.7,66.988,3.3193,24.112,1077.1,549.97,129.93,11.67,2.6115,54.469
17.952,1012.8,87.804,3.0969,19.427,1049.4,550.19,109.84,10.469,4.6818,52.86
26.013,1009.9,50.111,3.8355,25.431,1091.2,550.02,134.25,12.259,0.685,69.713
15.697,1008.5,83.165,3.6871,25.487,1087.2,549.98,133.72,11.972,1.3717,61.561
18.554,1010.8,70.301,4.2109,25.177,1089.3,549.85,134.48,12.011,2.0178,72.024
27.471,1006.2,71.867,4.5933,30.488,1099.9,545.5,148.73,13.176,1.6284,57.28
14.612,1008.8,83.119,3.1319,23.79,1082.8,550.1,131.28,11.775,2.2502,73.543
16.77,1015.8,75.295,4.1592,24.917,1087.9,549.94,133.73,11.969,1.4443,69.92
15.954,1006.6,97.108,4.5761,31.409,1100.2,534.81,155.53,13.694,2.5781,62.197
21.101,1009.2,90.897,3.9835,20.91,1064.2,549.93,115.12,10.857,4.155,56.192
33.154,1005.8,47.581,4.4338,29.659,1099.9,546.89,146.71,13.081,1.4306,56.934
17.986,1018.5,76.505,3.2911,23.903,1077.2,550.12,129.52,11.775,2.3152,49.101
19.533,1007.7,78.104,3.8388,25.361,1081.5,549.88,133.89,11.98,2.2642,64.322
13.508,1019.9,88.094,4.3778,33.181,1100,537.01,159.69,13.811,0.089622,81.14
24.252,1007.8,96.99,5.1536,30.094,1099.5,546.09,145.73,13.125,1.243,53.771
19.867,1012,69.737,4.2876,25.21,1089.6,550.01,133.76,12.055,2.2286,70.059
5.6988,1025.2,91.298,3.6646,23.787,1085.7,550.11,133.68,11.742,0.23094,81.935
27.478,1009.8,63.98,5.1846,30.521,1100,544.71,147.85,13.211,1.5495,55.013
9.1428,1021.4,80.827,3.5554,29.566,1100.1,544.03,154.49,13.334,2.893,64.2
7.6365,1024.5,69.817,4.0577,33.155,1099.9,533.58,161.8,14.002,2.7213,58.617
22.052,1015.1,56.159,3.9148,25.385,1084.9,550.1,134.45,12.08,2.1667,64.891
23.642,1013.5,83.25,4.4636,25.764,1092.3,550.01,134.25,12.127,1.5099,64.478
21.379,1004.7,78.008,5.3376,25.335,1089.2,550.31,134.25,12.103,1.1474,70.05
15.13,1007.3,73.519,3.8427,34.158,1098.7,549.39,147.18,12.89,2.5256,65.78
16.627,1018.4,84.127,4.155,24.537,1086.7,549.93,132.79,11.925,1.4421,71.189
30.387,1009.4,49.585,4.1211,26.843,1094.2,547.85,134.94,12.46,0.23822,62.949
3.2023,1013.4,71.648,2.5173,23.298,1050.4,546,117.62,10.76,5.8645,94.606
13.004,1012.7,71.896,3.7246,30.795,1099.9,533.61,158.05,13.651,0.32239,71.337
19.039,1012.9,89.205,3.5303,27.795,1099.3,548.49,143.05,12.669,1.9051,100.34
12.278,1014.2,66.334,2.8041,24.385,1079.1,550.01,133.46,11.803,1.4365,63.775
28.734,1012.7,72.718,4.0867,25.813,1082.4,550.04,130.1,12.091,2.284,48.994
18.533,1004.2,92.925,3.5098,24.339,1077.3,550.09,130.41,11.708,2.2755,47.059
9.0111,1021.5,64.528,3.2876,26.297,1077.1,549.95,131.6,11.808,3.2369,72.059
17.254,1010.7,78.862,4.8569,25.259,1089.2,549.99,134.39,12.036,1.1539,73.039
24.052,1012.4,60.52,3.3918,20.002,1057.8,549.97,109.28,10.552,3.624,55.943
4.7405,1027.6,83.353,2.6529,18.922,1036.3,541.15,109.79,10.416,10.685,94.176
21.162,1006.7,66.183,3.8432,25.84,1083.5,550.09,135.07,12.138,1.9526,63.739
10.706,1016.7,87.579,3.0551,24.167,1085.2,550.09,133.96,11.805,1.5968,78.772
21.507,1012.9,64.485,3.7545,27.386,1094.1,550.07,141.71,12.522,1.9536,57.116
19.158,1013.3,85.238,4.0934,31.551,1100,536.22,151.98,13.5,1.1139,74.333
19.511,1005,69.299,3.742,25.575,1082.3,550,134.66,12.065,1.6769,66.209
26.199,1008.9,73.244,3.9771,26.127,1094,549.8,134.77,12.447,0.30804,63.634
15.926,1005.4,97.389,3.7289,25.128,1085.7,547.19,135.67,12.103,0.60337,65.461
29.731,1016.7,48.912,4.0021,25.509,1084.4,549.81,131.07,12.042,2.291,54.055
9.4587,1019.6,93.722,2.5413,18.886,1049.7,547.53,109.5,10.45,4.1255,71.293
2.3053,1009.2,67.219,2.3944,18.847,1034.6,540.58,110.81,10.408,9.5457,90.895
24.401,1012.8,74.602,4.6408,25.439,1081.3,550.06,129.72,11.958,1.3393,56.451
0.50201,1017.5,74.177,2.9418,24.244,1072.4,550.1,131.38,11.472,3.1906,84.185
30.076,1006.9,54.654,4.1401,25.427,1079.6,549.98,127.35,11.915,1.7431,56.961
23.634,1007,63.814,3.1253,20.368,1060.9,550.25,112.67,10.76,1.6599,56.297
15.483,1016.1,89.023,4.4174,33.034,1099.9,528.7,157.38,13.95,0.68282,67.639
5.4841,1014.2,78.194,5.8669,36.632,1100,515.42,172.15,14.908,1.4861,66.02
13.433,1005.4,84.904,3.6305,24.917,1076.5,550.1,132.96,11.913,1.6107,59.907
11.153,1012.2,88.121,2.6685,21.783,1064.2,550.01,122.77,11.083,1.9016,68.624
9.3005,1017.1,95.635,2.3301,19.227,1045.7,543.42,109.69,10.407,8.6303,94.526
9.9216,1021.4,76.155,4.1005,35.409,1100.1,532.75,161.98,14.039,2.8844,52.216
11.682,1006.9,89.882,4.1982,24.547,1086.2,549.96,134.51,11.797,1.3091,75.796
15.072,1026.6,68.092,4.8938,31.438,1100.2,529.39,158.12,14.003,1.1139,67.726
20.772,1012.5,91.396,3.6122,19.525,1056.2,549.95,109.11,10.524,5.2823,56.218
15.467,1016.5,94.351,4.0265,31.724,1099.8,535.25,153.43,13.548,1.6081,83.221
19.927,1019.9,64.379,3.4423,24.58,1079,549.48,131.17,12.007,2.0931,50.624
18.834,1015.2,85.308,3.6124,23.143,1071.8,549.98,125.84,11.462,2.2299,53.841
23.141,1014.6,72.203,3.7606,25.765,1083.4,550.11,133.9,12.1,1.4882,59.255
10.621,1021.7,60.981,4.5789,33.201,1100,531.74,162.27,14.12,2.2606,50.002
20.594,1026,77.93,4.1303,22.661,1067.7,549.97,120.84,11.384,2.3388,59.748
6.8545,1023.6,72.867,4.4433,32.256,1100.1,533.94,162.28,13.966,2.1865,48.838
17.8,1011.4,69.877,2.9714,20.906,1057.8,549.95,115.95,10.897,3.4672,54.964
24.352,1006.3,64.496,3.7865,25.495,1090.7,549.96,133.74,12.085,1.0145,65.777
9.0875,1023,80.787,3.7968,30.836,1094.8,532.18,154.53,13.521,1.6612,71.717
6.907,1026.4,86.876,4.2019,23.251,1083.8,550.25,133.57,11.778,1.7176,82.096
12.773,1021.5,53.471,4.2555,21.641,1060.9,543.92,119.63,11.053,3.6909,86.456
20.774,1018.5,63.797,3.4175,24.25,1077.1,548.62,129.56,11.895,2.245,46.582
8.6452,1028,75.744,5.5734,33.456,1100.2,524.13,164.62,14.383,1.6767,65.343
25.526,1008.6,93.633,3.5953,20.411,1059,550.01,110.6,10.678,4.2829,43.864
18.95,1019.4,77.819,4.1209,33.103,1100,530.93,156.06,13.831,0.98523,68.258
6.5393,1018.8,88.298,4.029,23.806,1085.2,550.17,133.63,11.736,1.0553,82.232
8.7602,1011.6,87.408,2.7043,21.461,1047.2,549.83,110.75,10.397,4.9723,72.332
26.476,1013.5,51.337,4.3533,26.083,1094.1,550.13,134.77,12.257,0.7973,69.112
6.4218,1025.6,79.629,5.4117,33.193,1100.3,524.76,166.37,14.27,1.7935,66.883
11.255,1013.7,84.931,2.8903,22.72,1073.4,547.61,127.1,11.414,3.4506,85.726
15.456,1015.3,52.308,3.9263,19.36,1055.6,549.98,110.74,10.451,2.458,77.241
28.996,1016.3,33.369,4.3412,30.628,1100.1,542.59,150.98,13.377,1.8454,50.457
14.63,1008.6,81.188,4.1841,24.411,1086.2,550.26,133.81,11.978,0.75999,69.886
24.276,1010.9,84.865,3.5738,20.714,1062,550.19,112.78,10.797,3.3524,48.948
9.5903,1005.2,89.344,4.8399,24.074,1084.2,550.06,134.15,11.902,1.3599,77.836
14.478,1010.8,85.1,4.2041,29.875,1100.2,535.99,155.22,13.502,0.88528,64.649
23.076,1011.8,84.413,3.116,20.118,1059.5,550.02,111.71,10.536,1.8654,53.782
23.953,1004.8,71.323,4.1853,29.806,1100,545.75,148.96,13.191,1.4865,51.272
23.304,1010,93.356,3.521,20.154,1058.6,549.87,110.7,10.573,7.2528,54.477
23.342,1015.8,87.12,4.0946,25.344,1091.4,550.17,134.32,12.227,1.6008,59.5
7.9967,1009.7,93.396,4.906,23.921,1084.3,550.05,134.68,11.706,1.0218,79.353
11.038,1003.2,96.127,3.7785,32.637,1099.9,530.75,161.33,13.854,0.86122,68.956
28.114,1012,56.249,4.7017,30.969,1100,543.4,150.73,13.303,1.4476,56.105
7.8237,1022.4,96.795,3.0657,24.126,1086.1,550.04,134.27,11.84,1.8139,81.617
23.781,1007.4,68.644,5.3135,24.98,1087.9,550.22,131.76,11.943,1.3231,69.832
29.289,1005,74.202,4.9374,29.654,1099.5,548.31,143.79,12.995,1.8286,54.219
23.405,1012.8,81.908,5.0979,29.905,1100,546.26,147.06,13.143,0.71316,54.846
22.595,1015.9,76.277,3.4213,19.893,1058.4,550.11,110.68,10.699,4.4803,57.941
8.8774,1015.3,78.083,3.317,19.103,1047.5,544.16,111.58,10.337,4.2338,98.894
21.477,1015.4,72.328,4.5471,24.841,1078.8,549.59,129.01,11.89,1.7775,56.941
9.1015,1027.8,84.423,5.6163,32.688,1100.3,526.7,163.2,14.195,1.1207,60.835
12.744,1012.9,86.281,4.7645,31.972,1100,531.81,158.42,13.785,0.36701,66.261
24.067,1012.9,93.288,3.4642,20.157,1059,549.91,110.07,10.583,3.2274,46.293
16.402,1022.7,60.03,2.5879,18.043,1032.6,543.62,101.6,10.065,10.051,80.862
19.26,1000.7,67.878,3.8709,18.363,1041.7,545.65,103.52,9.9902,6.4232,88.38
27.919,1011.1,46.135,4.0984,25.984,1093.2,549.96,134.24,12.187,1.2098,68.072
10.836,1005.2,91.623,3.2216,24.159,1084.2,549.93,133.35,11.839,3.4611,84.054
32.299,1008.8,61.588,4.2101,25.508,1079.9,549.92,126.6,11.861,2.0362,51.44
16.438,1014,73.252,3.6974,28.986,1095.4,549.92,142.93,12.564,0.88905,58.692
14.338,1020.7,85.735,2.1916,18.949,1050.8,547.03,109.77,10.516,5.7432,68.168
11.133,1011.4,95.487,3.5348,24.964,1077.1,549.9,134.29,11.916,1.0902,60.828
13.675,1021.2,75.651,3.9018,32.307,1099.9,535.58,158.3,13.87,2.4635,53.912
11.434,1018.2,95.497,3.1892,24.497,1085.2,549.99,133.43,11.784,1.0482,61.821
24.231,1002.6,97.248,4.0973,24.78,1076.6,550.29,127.56,11.823,2.074,47.684
18.66,1015.3,67.482,5.9367,31.495,1100,535.06,154.62,13.541,1.4355,69.018
13.791,1021,55.465,4.3203,31.583,1099.9,536.68,156.16,13.745,0.70147,53.553
6.7452,1011.3,90.836,5.0136,32.925,1099.6,527.18,165.16,14.177,0.58526,69.365
4.9828,1020.7,57.118,5.1424,31.725,1099.8,530.49,162.67,13.878,0.78687,69.042
18.755,997.78,70.588,4.4661,25.195,1088,550.14,134.65,11.849,1.2395,76.895
23.685,1011.3,88.204,4.0904,19.822,1056.9,549.94,108.89,10.532,4.9056,49.026
28.557,1008.5,69.441,4.1024,25.029,1086.5,549.96,129.17,11.896,2.8278,63.866
26.002,1016,52.023,4.3846,20.278,1059.8,550,109.47,10.565,5.6282,74.477
29.19,1009.3,51.622,5.2205,29.819,1100,541.6,146.62,13.09,0.45987,59.786
15.615,1016.2,53.95,4.4628,31.75,1100,531.6,157.6,13.823,1.7399,65.755
25.122,1010.3,65.613,3.8229,25.764,1091.9,549.92,133.97,12.121,1.5551,69.222
11.165,1008.3,64.313,2.9553,22.62,1076.4,550.04,126.99,11.402,3.1409,90.876
